plate,road,speed
QV9216CV,R90,95.2
JZ7642AC,R90,93.0
KL5876LB,R90,97.7
DJ6992UT,R90,99.4
IN5456QD,R90,100.0
CG2661YP,R90,99.1
PZ1341FV,R90,97.3
DU3260HY,R90,96.7
LO9487EL,R90,94.0
GK7526HU,R90,95.2
NI2218NQ,R90,98.6
RM3364CN,R90,99.7
IN2261DO,R90,96.8
RW1398AN,R90,94.2
DA1172EJ,R90,98.2
OY5598KI,R90,99.8
BG1443EH,R17,88.6
JG6837UT,R17,86.6
AS3891IK,R17,91.9
KE4070NP,R17,86.8
FM5187CV,R17,82.8
PU6051TF,R17,93.4
HX9767PP,R17,89.2
UD8330GY,R17,85.0
GO6325SC,R17,89.2
VO5539MW,R17,90.0
EE8576UM,R17,82.1
JE1138MZ,R17,89.0
EC7129IS,R17,91.0
SZ8939WJ,R17,82.6
MI1331VE,R17,81.5
WQ5305UE,R17,89.4
AA7299PQ,R17,90.1
AG7424GM,R17,86.3
VG8819SZ,R17,89.3
SH2218LT,R17,85.8
JH7446ZL,R17,86.1
DS3620FJ,R17,82.5
VW9260NL,R17,88.4
FM2613IW,R17,86.4
TL7782BL,R17,78.4
ZY9832UN,R17,88.9
PI5795QJ,R17,81.9
PM9755EL,R17,83.2
FA6282LW,R17,86.4
TU3917SU,R17,85.2
UZ1126TZ,R17,87.5
LF9357ZI,R17,87.1
AO1316VM,R17,85.6
WK9234QP,R17,87.8
FM2221WH,R17,83.1
DK7364AT,R17,87.3
WF2241KT,R17,88.9
BH4852NW,R17,89.2
KG4234EM,R17,89.5
WR6903FG,R17,79.4
OI2527IJ,R17,82.3
OI6167CD,R17,88.9
QK7233AN,R17,79.8
HZ5300XI,R17,88.8
UE4297TL,R17,87.7
JR6511KR,R17,85.1
JV4412ZB,R17,82.5
GI1248FG,R17,88.9
TQ3095CP,R17,86.7
RG6851PI,R17,89.7
PS6591XI,R17,76.2
CB5638JP,R17,90.1
ZC8618OU,R17,91.8
VH7239PX,R17,87.0
XM4154SF,R17,89.9
TU6877CP,R17,89.2
DF3731GZ,R17,90.4
FZ6560DZ,R17,86.2
CQ1033BH,R17,84.7
RA9305NG,R17,79.1
PB3546HJ,R17,88.0
PE8694QJ,R17,86.5
EA6887XQ,R17,90.2
VP2122IR,R17,93.0
WA3478RK,R17,82.1
VN2249OF,R17,88.2
AQ3251RE,R17,90.4
NP5836VQ,R17,89.8
RW7572NE,R17,84.2
BC8069YH,R17,88.7
VP9601LM,R17,83.4
FP6326KO,R17,89.2
GB4022UN,R17,83.1
TS4527LJ,R17,84.9
SH7517CZ,R17,86.4
BG9033DN,R17,84.6
EZ1253LW,R17,79.7
JW7287SH,R17,88.9
JZ5413DL,R17,91.1
GO6069OT,R17,89.2
AS4321PN,R17,88.8
DT1457NA,R17,89.1
JX7508PT,R17,88.9
VC9734HB,R17,89.9
WH8021AN,R17,82.3
GP4435JN,R17,87.7
KO9287KA,R17,75.3
ML6219NQ,R17,87.8
PH8842JJ,R17,87.4
XF9104OD,R17,85.6
XT7794SI,R17,89.0
WP5561IH,R17,84.8
CD6318CJ,R17,82.2
IM3561YD,R17,87.0
BP5417LL,R17,95.7
ZL1075WR,R17,86.7
YM2486VV,R17,82.0
GW2322YW,R17,89.1
KH9234AA,R17,86.1
EM8971SQ,R17,88.5
SY8055VO,R17,84.2
VD1812GK,R17,86.2
UF1597LS,R17,88.0
BP4715YM,R17,83.7
TF7994XF,R17,88.3
PT1856XE,R17,86.1
PO4948PH,R17,77.2
HR7208AI,R17,88.6
RO4925PG,R17,89.6
TV7480FZ,R17,84.3
OU8806CN,R17,89.8
DE7299WI,R17,81.4
ET5868AU,R17,91.8
EW7200SY,R17,90.3
BJ8366JH,R17,83.8
SV6188DS,R17,90.1
CJ2465MS,R17,82.7
JW1154HB,R17,86.1
TU9978KT,R17,91.3
BM2758UP,R17,87.6
CV2121XG,R17,90.5
MT6880BL,R17,87.9
NL1793CL,R17,86.1
AQ7551IZ,R17,84.3
NI7120QH,R17,85.0
XA3457PV,R17,85.2
FG9642PH,R17,86.0
HY4692DB,R17,81.7
CA6949RK,R17,83.1
CJ1075QS,R17,84.8
XU2771YR,R17,89.2
SW8594DI,R17,83.2
CC5379FE,R17,91.9
ZX7407PE,R17,89.0
KV7895SI,R17,86.6
ON4239DU,R17,86.6
ZI1480QD,R17,86.6
PA9662YO,R17,87.0
BO2430BV,R17,89.6
IT5094US,R17,86.5
GK9010UQ,R17,85.2
YC2978CP,R17,87.6
YX1223MJ,R17,87.3
KW5941QL,R17,90.9
WN3574MY,R17,81.9
SD5391QA,R17,85.1
BE1018TA,R17,90.0
JG7258EN,R17,88.9
FG3020OY,R17,87.2
OU3747UY,R17,91.2
LR7632SU,R17,85.6
MA2057WN,R17,87.9
DI5745EI,R17,74.6
EG3691LM,R17,88.6
BF6431LM,R17,87.4
XA1919KU,R17,82.3
DH8538JH,R17,84.6
KE2898LK,R17,85.8
BW6787CO,R17,83.5
CA6702LL,R17,90.8
AC8611ZV,R17,85.4
PB8094FI,R17,89.7
XN2507PP,R17,85.0
KJ8152OR,R17,85.3
WF8238DN,R17,97.1
PD2014IW,R17,87.2
MC2288OK,R17,91.9
UE8814XT,R17,89.2
KV4446NQ,R17,89.5
CM2557KV,R17,84.6
VE1471BM,R17,87.5
DE4980VI,R17,88.6
VT7779XH,R17,91.6
JW8979ST,R17,88.8
GP2027LX,R17,83.9
PQ1166PU,R17,84.2
QU8967LE,R17,84.7
CR7786LY,R17,82.9
GD2525JN,R17,84.1
TR9001YQ,R17,84.2
NO7122EO,R17,84.3
WO5344BG,R17,91.7
OL7894DM,R17,88.5
QO4873LF,R17,88.9
GY9906YQ,R17,85.2
WG7479WO,R17,85.8
LF1272KX,R17,77.2
NA6384HT,R17,89.4
DX4123RV,R17,88.7
ZX6046BS,R17,85.0
QM7991LC,R17,89.3
PM9656JP,R17,83.4
EV5662HI,R17,86.4
VB2346WM,R17,90.3
QF4437SH,R17,87.8
RI1180AA,R17,91.1
TL3416KJ,R17,85.3
UH2208CL,R17,84.0
AR6362XL,R17,87.4
OF2193OS,R17,82.8
VT6614AU,R17,77.4
ZT1559NO,R17,89.4
XF5968JT,R17,84.7
GT2577TL,R17,89.7
MC8746AS,R17,88.8
JG8665JC,R17,85.7
OP5743CX,R17,89.3
CM9157XM,R17,87.6
KW3395SG,R17,77.3
AQ3474IS,R17,87.1
QL2397IF,R17,79.4
VM9439JD,R17,81.5
MJ9090JF,R17,82.1
VF3441WF,R17,87.0
HR4194TF,R17,86.0
RX4005PZ,R17,85.3
EA9182EU,R17,80.6
TQ3381RA,R17,89.6
HZ1138PA,R17,83.6
KQ4617BP,R17,86.5
WL8561YF,R17,88.7
IH6943TO,R17,89.9
RF1932BJ,R17,89.5
GZ5120UH,R17,84.0
JZ1922LU,R17,87.8
XY9395BM,R17,89.0
WR4605XP,R17,87.6
IZ6325AQ,R17,85.6
MG8374VP,R17,85.8
TD3221II,R17,87.7
AQ1984VS,R17,88.0
YD5103ZF,R17,89.2
GM8974RL,R17,86.5
BE1846AZ,R17,88.8
IY2597LF,R17,87.7
DE8708GP,R17,88.9
YV9218EY,R17,90.3
UX4737CC,R17,90.4
RD8973DB,R17,90.8
LQ8589QY,R17,89.5
OT4090HR,R17,89.1
FH3355QX,R17,88.3
SQ2884EZ,R17,90.5
AS1613GZ,R17,90.4
LX2016BC,R17,84.5
WR2638WC,R17,84.1
WK9182BZ,R17,91.9
LG3711CG,R17,88.9
FF9200QD,R17,85.4
EI7072TX,R17,92.2
TP6918UF,R17,81.7
IB1664BL,R17,86.1
UA3666QY,R17,87.4
JH1503NT,R17,89.8
AQ7400XE,R17,89.8
CB5009ZA,R17,85.1
TJ3839EA,R17,87.8
EY7902RE,R17,89.4
DP9382FV,R17,85.1
ZU3797SX,R17,87.0
BR5802YC,R17,84.8
QC7565PB,R17,90.5
KB3894GU,R17,82.8
AX5435CP,R17,80.2
PT8354MD,R17,83.1
UL7993FF,R17,85.4
KN5093EQ,R17,89.9
XW6303VX,R17,89.9
VB9207DL,R17,85.2
JM8175PQ,R17,89.0
HD2042ZD,R17,88.8
ZA5210TM,R17,88.7
RV2200GZ,R17,87.4
MI4612HJ,R17,87.0
TI4235OQ,R17,79.9
TX3994MD,R17,85.7
LQ7837FZ,R17,88.9
DN7778UP,R17,85.7
CG5863WL,R17,89.8
MS8569PL,R17,92.2
YU4750LS,R17,83.4
CF9259RN,R17,81.9
EN9778LH,R17,79.3
LA1264ZL,R17,89.6
ZA7595JV,R17,85.1
NH9052IJ,R17,89.2
XV4268LQ,R17,88.1
JQ7785YF,R17,87.0
VI8202EI,R17,81.0
EY7079LA,R17,86.0
RW6077XU,R17,85.1
QN5332AB,R17,88.1
NR3778XF,R17,85.2
UT1316HD,R17,87.2
UV3510NP,R17,86.9
XO3830AW,R17,87.1
EF8344HZ,R17,79.0
BM5097XY,R17,80.2
YT8712SQ,R17,88.6
LU3786TJ,R17,85.8
IZ2130WF,R17,87.6
IE2351EM,R17,88.6
UG5624DI,R17,88.0
XQ5771CO,R17,88.2
CW4646CZ,R17,89.9
UH4937DQ,R17,84.1
WC3650TO,R17,90.1
DT4572LK,R17,86.2
JU7101SU,R17,88.3
NY6048UC,R17,83.8
NA5276WR,R17,91.3
WV5273FZ,R17,80.4
HM2520PU,R17,88.8
BY7378KT,R17,89.3
TB2326LD,R17,88.6
LB1118VV,R17,88.2
AD4977EG,R17,88.4
XO6159TW,R17,90.0
BH3604YY,R17,81.4
HG4199XS,R17,92.0
UM5526VO,R17,85.8
JI1842HT,R17,90.9
AM4834YP,R17,88.7
SY9150LA,R17,89.7
NL7488YJ,R17,91.3
GD8985IH,R17,86.3
OX1092TW,R17,87.4
MO8994KC,R17,89.3
QA6988QZ,R17,89.2
OL6646II,R17,89.6
ZV7087WC,R17,89.2
WM5854HB,R17,87.5
EE1248BS,R17,89.9
VO3853SV,R17,81.0
HS3228DF,R17,86.0
DW2054BS,R17,83.9
UQ6166VT,R17,93.6
OH9212YE,R17,90.9
SH3793RA,R17,87.3
OZ2425SA,R17,90.3
ZW4188WX,R17,94.0
CX8550ZE,R17,80.4
HD2563KQ,R17,89.4
UQ2492OF,R17,85.1
CM7414CR,R17,88.1
RV5149BO,R17,89.5
OM3412SM,R17,87.3
FR1605TL,R17,89.1
YL1997IA,R17,85.3
OY9659ZH,R17,86.7
TY6004CV,R17,87.7
MU2998VJ,R17,85.7
CN9442LA,R17,83.8
VI8415HY,R17,90.4
BH7560VB,R17,82.7
SC2763PE,R17,83.7
PC2985LA,R17,89.3
NW1723BX,R17,89.8
CR7699TJ,R17,88.4
DB1529WR,R17,86.1
FW8040BP,R17,78.3
FM3162GQ,R17,84.7
MA6693EQ,R17,87.2
ZW5778RL,R17,78.9
MK7651GL,R17,76.2
CP6939UD,R17,89.6
RR8056NE,R17,88.0
HS7573BR,R17,89.6
DD7813XJ,R17,89.0
WY4747YR,R17,89.6
FM2873UE,R17,89.0
SJ9091SD,R17,89.4
QU2150DF,R17,90.7
HF8904YW,R17,85.1
VE6431SQ,R17,86.5
XY2624BA,R17,87.0
GU9014DN,R17,90.0
UA2845MU,R17,89.7
GI4161CY,R17,86.2
ZK1095RD,R17,87.4
ZW9255UT,R17,83.7
UC3457ZO,R17,86.2
RE3063VN,R17,90.9
ZR4750WL,R17,83.3
LD8371VX,R17,90.6
ZT4611LX,R17,87.4
YA1166OP,R17,90.8
AC5934QS,R17,84.7
KP1600OG,R17,84.3
NU3784GX,R17,87.3
JK1943DJ,R17,82.4
RN3096NJ,R17,86.2
NN8077UK,R17,84.7
FM5379JY,R17,89.9
JF9642JE,R17,79.3
MW2207PW,R17,88.1
NG1280IF,R17,88.6
PC8617UP,R17,88.6
JZ2085AR,R17,85.7
CZ6063EE,R17,87.3
BF8772MN,R17,91.9
DF9706YJ,R17,87.1
DI3482FD,R17,77.2
IT1259RE,R17,93.0
GG4781CU,R17,83.4
SE5535FD,R17,86.7
LZ9822PB,R17,83.1
IN5585KC,R17,89.4
GW4304VF,R17,86.1
ND6570YA,R17,86.8
SJ9033PY,R17,79.4
SX9663UR,R17,89.6
YG3489SA,R17,87.4
JC8801GX,R17,87.6
TV7921SG,R17,89.7
CO7347QY,R17,87.5
RK9089EM,R17,89.2
DS5535SK,R17,89.3
DA7635ND,R17,87.0
MZ4816ZJ,R17,88.4
NW2485FZ,R17,87.4
BF9337BD,R17,87.8
GM5097TV,R17,85.1
YW7274TH,R17,84.8
VA1914SY,R17,95.6
QG1087AW,R17,87.3
GW9803DJ,R17,89.9
PM9211FW,R17,85.2
GJ5296XJ,R17,85.0
PD8915DV,R17,78.7
AG2304XA,R17,87.2
AB8701NE,R17,90.1
DV2944LM,R17,84.5
UL6696EQ,R17,87.0
XT6493VS,R17,85.2
OC5238VJ,R17,86.7
PH8372HV,R17,86.3
BF6732ZS,R17,90.8
RD6822JN,R17,86.0
ON9126ZM,R17,85.5
FP7076YL,R17,84.5
EC6867KY,R17,84.4
QD3955MV,R17,90.1
DS2689LP,R17,87.1
ZY2935GF,R17,95.4
UA6585NV,R17,86.1
NK4146ER,R17,88.3
BY2876ZK,R17,86.9
CK3167DI,R17,90.8
TW3608RS,R17,88.3
OY1533QS,R17,86.1
EG5247OD,R17,91.0
LL5211EI,R17,73.6
BY5336PG,R17,94.0
AF7725PY,R17,85.6
HX5005TJ,R17,86.7
JW1447NQ,R17,88.1
OW7051WZ,R17,90.5
PG8204FC,R17,79.0
XF8173WE,R17,85.6
GF2559IQ,R17,86.6
HL1352NF,R17,91.7
SM9301QI,R17,78.1
MZ8534RT,R17,87.4
SB8946HA,R17,80.1
ED2309SF,R17,91.0
DF3070BZ,R17,88.7
MX8184RO,R17,89.6
ST6486CJ,R17,82.0
ZP4082AL,R17,76.6
SU3664XW,R17,84.5
PD2999WY,R17,85.7
IJ8597LT,R17,85.6
NI2000LJ,R17,88.0
FY9431AI,R17,82.5
OK9633WR,R17,86.6
ZY4969JT,R17,88.6
US5942YR,R17,82.9
SE3401NN,R17,86.4
QU1322BV,R17,85.2
HI6392WH,R17,84.2
OV9197PH,R17,85.6
BY4721BY,R17,81.5
TX1162GG,R17,84.0
TY6381TD,R17,84.5
DQ2136TI,R17,87.5
VW3748GD,R17,80.9
UM4216XN,R17,88.3
RY1877OR,R17,86.2
OR8491GT,R17,79.7
FS4956NQ,R17,87.5
FQ7615JQ,R17,92.2
VF2893XO,R17,86.7
QJ7343AF,R17,93.5
QY3638VN,R17,76.8
WD3993HR,R17,83.5
WU6515OB,R17,85.3
FC4428OG,R17,89.8
OW5229DV,R17,76.6
FR8309KV,R17,91.9
AW8611XT,R17,88.3
WZ4191VN,R17,81.6
DJ2634CM,R17,85.5
JL1505TV,R17,87.2
PF8439RY,R17,85.5
BT5438NI,R17,97.1
IV9569SR,R17,86.5
NW7012KA,R17,85.3
LJ3478HW,R17,89.0
BP1812WO,R17,88.9
TQ3887AD,R17,85.1
JW6747HM,R17,89.5
AM7440BS,R17,84.6
IL6524SJ,R17,89.1
WS7017XF,R17,95.0
IA9827AY,R17,88.5
AI7232UE,R17,88.5
LU2275IE,R17,89.7
WG7953FJ,R17,75.2
YW9401XW,R17,89.4
HF8146YO,R17,83.7
RJ1815TA,R17,89.7
ZS2456TF,R17,78.8
LR8000KT,R17,87.1
LJ5594MT,R17,83.9
GU9085WV,R17,89.9
RW9397RP,R17,87.2
VD3585QK,R17,89.4
PD6655NB,R17,84.1
OK1456MM,R17,87.5
RQ4173GN,R17,88.1
LQ6109SU,R17,90.2
PS1497AP,R17,89.7
HN4450QU,R17,87.6
EG4011VF,R17,88.7
CG3938EN,R17,89.6
TW1193KB,R17,84.7
MJ3102QR,R17,81.5
WF2189ZN,R17,80.7
XQ3928RF,R17,86.2
FK4587PT,R17,85.9
ED9182VR,R17,85.7
WV3746ZP,R17,87.2
EI3858EB,R17,89.0
OY9926FH,R17,93.0
QJ7860NG,R17,84.7
OL4109SS,R17,83.3
GH9133PE,R17,89.5
HR3520IQ,R17,87.1
YV8112SY,R17,91.5
MH2608AX,R17,90.7
MY8888WS,R17,88.2
CD9953MP,R17,89.3
CM1922XS,R17,87.0
NM2483UX,R17,89.8
LL3402AA,R17,83.4
EP8046OR,R17,85.0
VG1637EZ,R17,86.4
ZK2624XW,R17,86.7
RG3926EZ,R17,82.5
IA5945FH,R17,85.4
IH4944BJ,R17,82.4
SH4134LW,R17,89.9
TD8520UN,R17,86.3
WZ2381IJ,R17,89.1
MT7883NN,R17,89.4
BS2595XA,R17,85.3
NS4076RM,R17,81.7
HU9062PV,R17,90.2
GA9451PQ,R17,88.4
HX9637EY,R17,83.9
QF9482KC,R17,87.4
MA6156EQ,R17,85.4
IG3186IV,R17,89.4
AX6420YY,R17,85.1
CH3759ZZ,R17,84.3
TW5319KD,R17,79.0
LT3814GI,R17,95.3
FN9658OD,R17,93.3
ET7275UG,R17,84.5
NI1524VO,R17,82.6
PB6351SZ,R17,84.4
LK6599XT,R17,82.2
VM6582AI,R17,81.1
IS5639CA,R17,88.7
FY8238FX,R17,88.5
IS8287XX,R17,89.9
IW4418KU,R17,89.3
JV7233XK,R17,86.3
XO6971HO,R17,90.4
JR4666BU,R17,91.5
GD6620GW,R17,88.6
BS8915PM,R17,96.5
YM3069OQ,R17,85.1
DD4256TR,R17,87.1
NV9622RS,R17,82.2
EB5568ZZ,R17,84.7
ZD4995CR,R17,82.8
KA9404GJ,R17,85.3
XW7061AW,R17,90.2
FW5192SL,R17,80.9
DV6575NO,R17,81.4
LF5651VK,R17,84.8
DR1862WC,R17,88.2
KN2715YO,R17,83.4
XR8630WK,R17,86.2
TX9972XC,R17,89.4
DF5074MU,R17,90.3
AF2582SR,R17,84.3
ID3471UT,R17,82.5
HP3625FJ,R17,89.5
MJ8787FQ,R17,90.9
KR8956JF,R17,89.0
GX7119RN,R17,84.3
ER9269OE,R17,83.6
GK8246CP,R17,88.7
DS6541SO,R17,80.9
AD4054PD,R17,89.7
IO4419ZW,R17,86.1
NO2673SW,R17,88.7
FK9176RH,R17,86.1
ZM6210BI,R17,85.6
BV5637GQ,R17,86.9
EX2528TX,R17,86.4
TN4958DJ,R17,89.3
KQ3691QA,R17,86.9
ST5597KW,R17,79.8
AV7967RY,R17,80.7
MR1231XX,R17,86.3
ZN1705IG,R17,89.2
RX7075YJ,R17,87.8
BA3615AE,R17,90.3
HA4279SZ,R17,86.9
YQ7788LT,R17,86.3
BV9560PB,R17,90.9
CG8542LJ,R17,85.5
WD9564KB,R17,90.2
LZ4842IV,R17,88.9
PA4192RJ,R17,84.9
RY6164JX,R17,87.4
WA7352AF,R17,88.9
UA8139UO,R17,86.4
XX5943SS,R17,86.5
ZC5000MZ,R17,85.1
KJ1601II,R17,89.7
UU4364DE,R17,82.0
NF1284AX,R17,85.8
JF8948JR,R17,82.6
WA1769JS,R17,88.5
BY2293ZS,R17,88.3
ET9874YC,R17,89.1
RT1425IS,R17,91.4
SV8961SF,R17,91.0
YF7698OA,R17,95.0
JF8078RV,R17,88.5
JP2069RW,R17,91.1
OW1142KR,R17,90.8
IC7834LR,R17,86.7
CX9045OG,R17,84.6
JM3615KG,R17,79.2
JU2215AZ,R17,77.8
BV2827QK,R17,78.1
SA3442SG,R17,84.8
KJ2652IQ,R17,89.1
EY7674TP,R17,90.2
EN1458JO,R17,81.5
OY8968WO,R17,88.9
ZB4332EB,R17,85.5
JJ2284MJ,R17,89.8
EW3659EF,R17,81.9
SX8494AR,R17,86.6
TQ6776SK,R17,76.7
QQ3285SG,R17,84.7
CE1937US,R17,85.3
AA2275KK,R17,90.8
WK1199KS,R17,87.2
CB5690HC,R17,82.5
IQ9082YH,R17,89.3
XB7767MW,R17,85.3
OW2088HM,R17,93.4
QC7418XG,R17,87.6
OQ5877FJ,R17,87.4
UN7673OX,R17,84.7
MY6265YG,R17,90.0
UU2896JK,R17,83.1
HI4465CT,R17,83.8
FC7543PO,R17,88.8
WU2058TL,R17,83.4
UA3628VX,R17,84.9
EF6433WG,R17,86.8
NF3643XZ,R17,81.3
CW1004JS,R17,80.1
AV2667NN,R17,83.0
DH8719UV,R17,87.5
LR2388VU,R17,87.2
QI6436QE,R17,89.3
FI6721PP,R17,89.2
FK4446TU,R17,89.2
YS1254OF,R17,83.7
PC4197WY,R17,88.5
YN3311QE,R17,86.0
WN2204CQ,R17,88.5
KM6016GN,R17,86.1
JJ2171LM,R17,88.2
KM9224RX,R17,85.5
XP1141UB,R17,91.2
PF5365SL,R17,87.1
QL5784SU,R17,91.2
VY8751MY,R17,88.8
MB5212AI,R17,83.3
FE3396KR,R17,88.5
WF6953RP,R17,88.5
HO5747XX,R17,86.9
QM3523AX,R17,88.7
IQ4386RQ,R17,83.6
UV2588AT,R17,92.2
YK3764VL,R17,84.9
LO9256FS,R17,85.0
GT3710BS,R17,87.2
SQ4006OT,R17,87.7
PT1209WB,R17,89.5
VG8682CV,R17,87.8
JS9581LR,R17,89.6
YA8650UZ,R17,87.5
CX8432NE,R17,86.9
XI4524IP,R17,86.2
LU6070JM,R17,90.3
SC5904XK,R17,87.7
WN8546DZ,R17,87.6
IY5849PX,R17,83.3
EZ6704SJ,R17,87.7
TM5161VE,R17,83.1
XT7420ZU,R17,87.0
LF5789CA,R17,83.2
BG2420JQ,R17,86.5
UW1728FZ,R17,87.2
YI1054AN,R17,86.0
WD2050OX,R17,90.2
FK8169TD,R17,87.5
LG5190TC,R17,87.6
MC6777GL,R17,85.5
FB8723QF,R17,85.7
IB3350IX,R17,82.4
CJ2172ME,R17,87.3
CO3483DW,R17,89.6
AT2303RK,R17,89.2
DK6821JF,R17,90.7
PZ2380PR,R17,89.1
EW1880IZ,R17,88.0
TU1236HR,R17,88.6
RN5999OU,R17,89.0
MP7736UQ,R17,85.8
MQ2226SC,R17,87.2
ET2138QS,R17,89.2
NI8186RX,R17,80.5
MP9254RY,R17,80.7
CH9313TX,R17,83.6
IM6252GD,R17,89.4
YI1470ZQ,R17,84.8
AM9429JT,R17,82.6
SW9711SQ,R17,87.5
BX7882JW,R17,82.3
RI5038DQ,R17,86.1
HZ1320SO,R17,86.3
MC1049UK,R17,86.9
HD3307UW,R17,84.4
ZU4855LK,R17,79.3
OM9890CL,R17,88.8
PO5187XW,R17,90.0
DQ6694UD,R17,76.6
SU9879FP,R17,87.9
IN9278CM,R17,89.2
LE9419FM,R17,80.3
CN8826DI,R17,89.4
FA6551IE,R17,86.2
DS7370ZP,R17,82.7
TT9539TJ,R17,86.2
MZ3050XB,R17,84.4
RL1133WP,R17,89.9
YV2371GB,R17,87.6
VB9842WD,R17,89.0
RV6831WO,R17,85.4
RV7989DZ,R17,80.8
TK9408VP,R17,89.1
YV8496HC,R17,87.8
UM8183IS,R17,87.4
DX2961CI,R17,87.1
JS6329QF,R17,82.8
GM9717XD,R17,91.8
YX3254DE,R17,81.9
HI9172JN,R17,89.4
SK7299NK,R17,90.1
HY8828AL,R17,92.0
BW2656KM,R17,88.2
RQ1958OZ,R17,86.0
SM4924CD,R17,88.5
BA7401SF,R17,81.7
LV5861LW,R17,89.1
GL6259LV,R17,83.8
EW5494RH,R17,88.8
VJ9279KQ,R17,89.8
TW7302PU,R17,88.2
EX2442WU,R17,85.7
HV8054VN,R17,89.4
BR5332OL,R17,87.2
EB4650YK,R17,92.2
LB7709LI,R17,83.8
MC7785HX,R17,90.8
YD7687JK,R17,87.6
FE4090UQ,R17,89.3
XZ4528TU,R17,90.7
VO4768XW,R17,86.1
PT9755NO,R17,89.8
NL3686CA,R17,76.8
ZO5307HI,R17,83.2
QF6798AU,R17,88.0
IX9688LT,R17,76.9
XO9715QQ,R17,90.0
FY4031EC,R17,75.6
VL9046OC,R17,89.1
XR8376ZJ,R17,88.5
DS3732VR,R17,87.3
IJ9105SJ,R17,85.2
IE6154CW,R17,87.6
WG7776CK,R17,84.2
GT7409UL,R17,82.4
XQ1133NU,R17,83.3
RS8628LM,R17,84.6
XZ9330SB,R17,83.0
PZ5919LC,R17,88.2
SV2394FM,R17,88.9
ES7414KZ,R17,83.7
JT6790WD,R17,88.9
RD8156PP,R17,85.6
TO4004SW,R17,84.2
CI6661XA,R17,82.6
UF6777MR,R17,84.0
GB9075WN,R17,79.6
KE1131KP,R17,82.5
UD8206FJ,R17,89.5
BJ4907UP,R17,85.7
GF6281DW,R17,81.5
ND3761VD,R17,84.9
SU9004DJ,R17,90.1
GI2734YS,R17,88.4
RX2286IV,R17,89.6
HB1769QQ,R17,80.7
OD2671WJ,R17,86.6
PU5039PH,R17,87.5
AE9300GG,R17,89.2
KG4946YR,R17,82.5
DO8435KU,R17,94.4
MO3470OS,R17,85.2
ZS2816CB,R17,91.2
LE4326RM,R17,87.3
MW1760EE,R17,77.6
KZ3183HX,R17,81.9
TQ5140MY,R17,86.9
WK1554HS,R17,89.4
EX1511KI,R17,86.6
KH6441PW,R17,86.7
FG1441LD,R17,89.5
BP3847DB,R17,83.3
YX8168ZS,R17,88.8
MD3107ID,R17,82.8
ZF5823LP,R17,83.2
JU4878QX,R17,86.4
IC1437BW,R17,89.3
BG4178UB,R17,89.9
II7356ZW,R17,82.5
GX4307MZ,R17,84.1
AR6560XA,R17,84.7
KC6950MV,R17,85.7
YN3808MR,R17,87.7
GL4652NA,R17,84.5
XY3988HQ,R17,88.5
VH3746YK,R17,89.1
PM6549WM,R17,83.5
NC3479NR,R17,86.8
TT3607ME,R17,86.8
QC4085AW,R17,89.0
LK4074UP,R17,81.2
XY2506LF,R17,83.8
QV1444UM,R17,83.4
PC2119SD,R17,86.6
QV6749TN,R17,89.2
BA8931SZ,R17,83.9
GW4011VC,R17,80.2
QZ5723IR,R17,87.0
WV9725PU,R17,82.0
JN5203SJ,R17,83.1
CO3901XD,R17,90.0
MJ4292EO,R17,90.2
JJ5342RD,R17,89.4
QA1458JZ,R17,76.3
MF8408UU,R17,86.0
RK9217LZ,R17,86.6
LG2568AI,R17,89.8
CZ2545IQ,R17,84.1
YJ2801OH,R17,83.7
WG9644DP,R77,122.3
XX2509AJ,R77,111.7
PT4801DL,R77,106.4
OP3312ZY,R77,128.0
UQ1665JT,R77,121.0
NZ3529HM,R77,129.8
KA1080LM,R77,110.8
PB6903UJ,R77,123.8
VW5565LC,R77,129.0
YZ1877JL,R77,122.8
BV1031EJ,R77,116.9
EE8776KT,R77,127.9
YZ6680EM,R77,125.5
ZL7016VH,R77,127.8
NU3782QJ,R77,119.1
JF4743FQ,R77,124.4
DQ2134CA,R77,118.8
IX4854DU,R77,126.0
QB9179SC,R77,121.1
JL7565YP,R77,126.1
IX3257US,R77,125.2
ZD4666OI,R77,112.3
NN2271TH,R77,129.1
WM1537RH,R77,121.0
BH8522SM,R77,129.6
PH5683AW,R77,123.1
CV1083SH,R77,125.6
HE8136AW,R77,126.5
NU1067YM,R77,116.7
DP8992NN,R77,118.7
LZ3130AE,R77,115.1
EH7498OB,R77,128.2
MT1838LK,R77,131.2
XU7244DY,R77,126.6
EC8093HX,R77,122.1
AW4133MU,R77,116.5
KT1126MZ,R77,122.7
KL7964XU,R77,121.8
PG4585RU,R77,124.9
QW3917YM,R77,129.2
MF2279JV,R77,128.5
HZ6977YH,R77,120.7
OK8467NE,R77,119.7
BV6958MC,R77,133.4
JG6055GA,R77,122.6
EV3838CB,R77,108.5
EO2564CN,R77,119.5
WU4690JL,R77,123.2
WY8928XK,R77,122.9
IQ4715FA,R77,127.9
JD3961ZF,R77,129.0
NK2637HZ,R77,124.3
ET1217WX,R77,122.5
SJ6633OR,R77,113.5
II3723TP,R77,127.1
RD1920VV,R77,124.0
OU4746QV,R77,116.1
CI5433XB,R77,121.4
TA8038YI,R77,126.8
DU5167ND,R77,124.1
DK3403GE,R77,108.2
